"workorderid","description","priority","status","submit_to","proj_start_date","proj_finish_date","actual_start","actual_finish","shop","map_page","address","location","category","date_initiated","project","total_cost","comments","zone","request_ids","resolution","sr_problem_code","sr_description","sr_priority","proj_difference","actual_difference","request_id1","request_id2","request_id3","request_id4","request_id5","request_id6","request_id7","request_id8","request_id9"
355747,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-05 12:59:00","2020-06-04 12:59:00","2020-05-05 12:00:00","2020-05-14 12:00:00",A,"411T","5939  DARKWOOD ","Prune 34"" dbh live oak to clear streetlight visibility",TREEMAINTENANCE,"2020-05-05 12:59:00",FY20 - Tree Maintenance,105.0,INV102521,"3, ZONE","171873","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,9,"171873","","","","","","","",""
355748,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE","2020-05-05 13:08:00","2020-05-15 13:08:00","2020-05-05 13:08:00","2020-05-12 15:57:00",I,"493L","550 MCKINNEY ST","Trim the trees away from the building 
Call patino for any questions he needs to be present for instructions ",TREEMAINTENANCE,"2020-05-05 13:08:00","",430.0,"From Request 171872:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2020-05-04T13:00:00.812-05:00. LGID # 101004016110
  Comments: taxid : 001147000000","1, ZONE","171872","00 - Work completed.",Tree Trim,Tree Trim Inspection,1,10,7,"171872","","","","","","","",""
355749,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-05 13:34:00","2020-06-04 13:34:00","2020-05-06 12:00:00","2020-05-28 12:00:00",C,"492R","1800 COMMONWEALTH ST",Trim the trees 14feet over the street and 8feet on the sidewalk ,TREEMAINTENANCE,"2020-05-05 13:34:00",FY20 - Tree Maintenance,540.0,inv  102985,"2, ZONE","171845","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,22,"171845","","","","","","","",""
355750,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-05 14:11:00","2020-06-04 14:11:00","2020-05-06 12:00:00","2020-05-29 12:00:00",E,"576E","939  ELTON ","Trim Arizona Ash 14ft above street, 8ft over sidewalk, 8ft above roof and balance crown on the Rodney Right-of-way. ",TREEMAINTENANCE,"2020-05-05 14:11:00",FY20 - Tree Maintenance,105.0,inv 102985,"5, ZONE","171313","00 - Work completed.",Tree Removal,Tree Removal Inspection,1,30,23,"171313","","","","","","","",""
355755,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-06 08:41:00","2020-06-05 08:41:00","2020-05-06 12:00:00","2020-05-15 12:00:00",B,"412T","1053  LUCKY ",Prune private 16 dbh white ash for 8' over sidewalk clearance.,TREEMAINTENANCE,"2020-05-06 08:41:00",FY20 - Tree Maintenance,84.0,INV102521,"3, ZONE","171910","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,9,"171910","","","","","","","",""
355756,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-06 08:47:00","2020-06-05 08:47:00","2020-05-06 12:00:00","2020-05-20 12:00:00",G,"489F", 13300 INDIAN CREEK RD&300 N WILCREST DR,"Prune 24"" and 20"" post oak on wilcrest at indian crest east blocking traffic signal",TREEMAINTENANCE,"2020-05-06 08:47:00",FY20 - Tree Maintenance,178.0,inv 102821,"2, ZONE","171566","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,14,"171566","","","","","","","",""
355757,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-06 09:10:00","2020-06-05 09:10:00","2020-05-06 12:00:00","2020-07-23 12:00:00",G,"489P","1910  WOODLAND PARK ","20"" dbh  marked for removal, unstable base creating potential hazard ",TREEMAINTENANCE,"2020-05-06 09:10:00",FY20 - Tree Maintenance,336.0,inv 104733,"2, ZONE","171870","00 - Work completed.",Tree Removal,Tree Removal Inspection,0,30,78,"171870","","","","","","","",""
355758,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-06 09:37:00","2020-06-05 09:37:00","2020-05-06 12:00:00","2020-05-20 12:00:00",F,"489X","3350  BREEZEWOOD ",Tree marked behind station near rear garage entrance for pruning. Prune to clear side of building. ,TREEMAINTENANCE,"2020-05-06 09:37:00",FY20 - Tree Maintenance,73.0,INV 102821,"2, ZONE","171908","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,14,"171908","","","","","","","",""
355759,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE","2020-05-06 11:01:00","2020-05-16 11:01:00","2020-05-06 11:01:00","2020-05-11 15:23:00",G,"491K","5880  WOODWAY ","Trees around the back and side of station parking lot to be trimmed, water oak in front needs pruning for truck clearance and bui",TREEMAINTENANCE,"2020-05-06 11:01:00","",2512.0,"From Request 171266:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2020-04-03T13:19:11.537-05:00. LGID # 101003952459
  Comments: taxid : 115602000000","2, ZONE","171266","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,10,5,"171266","","","","","","","",""
355760,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR","2020-05-06 11:20:00","2021-05-06 11:20:00","2020-05-06 11:20:00","2020-05-06 11:22:00",C,"452L","943 W 42ND ST",Builder planting 1 tree in row.,TREEPLANTING,"2020-05-06 11:20:00","",0.0,"From Request 171926:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments:","3, ZONE","171926","09 - Tree Portal entry completed.",Tree Protection Rev,Tree Protection Review Inspection,6,365,0,"171926","","","","","","","",""
355761,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR","2020-05-06 12:28:00","2021-05-06 12:28:00","2020-05-06 12:28:00","2020-05-06 12:41:00",D,"493Y","3212 SAINT EMANUEL ST",Builder planting 6 trees in row.,TREEPLANTING,"2020-05-06 12:28:00","",0.0,"From Request 171834:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments:","6, ZONE","171834","09 - Tree Portal entry completed.",Tree Protection Rev,Tree Protection Review Inspection,6,365,0,"171834","","","","","","","",""
355762,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-06 12:34:00","2020-06-05 12:34:00","2020-05-06 12:00:00","2020-06-28 12:00:00",G,"492Q","1429  KIRBY ",Water oak northbound on kirby near 1429 marked for pruning of dead branches,TREEMAINTENANCE,"2020-05-06 12:34:00",FY20 - Tree Maintenance,89.0,inv  102985,"2, ZONE","171467","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,53,"171467","","","","","","","",""
355763,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-06 12:58:00","2020-06-05 12:58:00","2020-05-06 12:00:00","2020-06-29 12:00:00",C,"492U","3400 MORNINGSIDE DR, HOUSTON, TEXAS, 77098",Prune trees at intersection of main & morningside to clear visibility of street signs. ,TREEMAINTENANCE,"2020-05-06 12:58:00",FY20 - Tree Maintenance,185.0,inv  102985,"2, ZONE","171619","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,54,"171619","","","","","","","",""
355764,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR","2020-05-06 13:10:00","2021-05-06 13:10:00","2020-05-06 13:10:00","2020-05-06 13:11:00",C,"492L","219 GLENWOOD DR",Builder planting 1 tree in row.,TREEPLANTING,"2020-05-06 13:10:00","",0.0,"From Request 171920:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Plan has been approved. The remaining trees meet credit requirements","2, ZONE","171920","09 - Tree Portal entry completed.",Tree Protection Rev,Tree Protection Review Inspection,6,365,0,"171920","","","","","","","",""
355765,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-06 13:15:00","2020-06-05 13:15:00","2020-05-06 12:00:00","2020-07-02 12:00:00",C,"492U","2202 SUL ROSS ST","20 inch dbh pecan with mostly dead crown marked for removal",TREEMAINTENANCE,"2020-05-06 13:15:00",FY20 - Tree Maintenance,336.0,Customer called concerning tree debris left at location. Attached photos show that tree debris was picked up by contractor.,"2, ZONE","171125","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,57,"171125","","","","","","","",""
355766,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-06 13:57:00","2020-06-05 13:57:00","2020-05-06 12:00:00","2020-06-01 12:00:00",C,"492V","1624 SUL ROSS ST",Limb is Ben hit by truck and is cracked over the street ,TREEMAINTENANCE,"2020-05-06 13:57:00",FY20 - Tree Maintenance,136.0,inv 102985,"2, ZONE","171548","00 - Work completed.",Tree Removal,Tree Removal Inspection,0,30,26,"171548","","","","","","","",""
355927,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-20 09:38:00","2020-06-19 09:38:00","2020-05-20 12:00:00","2020-06-23 12:00:00",I,"535Q","8333 BONNER ","Remove deadwood and trim 14ft above street,8ft above sidewalk and balance crown.",TREEMAINTENANCE,"2020-05-20 09:38:00",FY20 - Tree Maintenance,131.0,INV 104282,"5, ZONE","172097","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,34,"172097","","","","","","","",""
355767,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2020-05-07 07:56:00","2020-05-08 07:56:00","2020-05-07 07:56:00","2020-05-07 19:24:00",C,"452Z","1000 W 14TH ST & LAWRENCE ST",Prune limbs from fallen private 30 dbh water oak that block the street.  High priority ,TREEMAINTENANCE,"2020-05-07 07:56:00","",105.0,"From Request 171932:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: 
  Comments: Lagan : 355752-101004018692","3, ZONE","171932","00 - Work completed.",Tree Removal,Tree Removal Inspection,1,1,0,"171932","","","","","","","",""
355768,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 08:07:00","2020-06-06 08:07:00","2020-05-07 12:00:00","2020-07-29 12:00:00",K,"611C","4918 PORTER RIDGE DR",Remove the 20inches asha tree trunk is rooted and have termites tree is leaning toward the street ,TREEMAINTENANCE,"2020-05-07 08:07:00",FY20 - Tree Maintenance,336.0,inv 104860,"7, ZONE","171404","00 - Work completed.",Tree Removal,Tree Removal Inspection,0,30,83,"171404","","","","","","","",""
355769,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2020-05-07 08:09:00","2020-05-08 08:09:00","2020-05-07 08:09:00","2020-05-08 15:43:00",D,"533Y","8839  COMAL ","20"" Hackberry down in Comal Park near intersection of Alvin and Comal, tree is stable, low priority.",TREEMAINTENANCE,"2020-05-07 08:09:00","",246.0,"From Request 171894:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2020-05-05T09:17:58.772-05:00. LGID # 101004017285
  Comments: taxid : 072072007000","6, ZONE","171894","00 - Work completed.",Tree Trim,Tree Trim Inspection,1,1,1,"171894","","","","","","","",""
355770,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 08:20:00","2020-06-06 08:20:00","2020-05-07 12:00:00","2020-05-22 12:00:00",K,"611C","5123 RIDGE MANOR DR, HOUSTON, TEXAS, 77053","Prune 2 10 "" dbh water oaks to clear sidewalk by 8' ",TREEMAINTENANCE,"2020-05-07 08:20:00",FY20 - Tree Maintenance,147.0,inv 102822,"7, ZONE","171382","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,15,"171382","","","","","","","",""
355771,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2020-05-07 08:37:00","2020-05-08 08:37:00","2020-05-07 08:37:00","2020-05-08 15:43:00",D,"533Y","8839  COMAL ","A 20"" Hackberry and an 8"" American Elm down over fence into Comal Park across from 9041 Comal, trees are stable - Low priority. ",TREEMAINTENANCE,"2020-05-07 08:37:00","",246.0,"From Request 171894:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2020-05-05T09:17:58.772-05:00. LGID # 101004017285
  Comments: taxid : 072072007000","6, ZONE","171894","00 - Work completed.",Tree Trim,Tree Trim Inspection,1,1,1,"171894","","","","","","","",""
355772,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 08:42:00","2020-06-06 08:42:00","2020-05-07 12:00:00","2020-05-22 12:00:00",K,"571W","15710  CHIMNEY ROCK ",CHIMNEY ROCK @ FUQUA mulberry limbs need pruning to clear sidewalk ,TREEMAINTENANCE,"2020-05-07 08:42:00",FY20 - Tree Maintenance,61.0,inv 102822,"7, ZONE","171410","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,15,"171410","","","","","","","",""
355773,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 09:18:00","2020-06-06 09:18:00","2020-05-07 12:00:00","2020-07-06 12:00:00",D,"534P","6116  BEEKMAN ","Remove deadwood,  clear 8ft from roof and balance crown.",TREEMAINTENANCE,"2020-05-07 09:18:00",FY20 - Tree Maintenance,136.0,Repairs completed by Prime.,"6, ZONE","170930","00 - Work completed.",Tree Trim,Tree Trim Inspection,1,30,60,"170930","","","","","","","",""
355774,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2020-05-07 09:35:00","2020-05-08 09:35:00","2020-05-07 09:35:00","2020-05-08 15:40:00",K,"530X","10965  GESSNER ","At marian park along the fence line next to parking lot. 15"" dbh sugarberry. Low priority ",TREEMAINTENANCE,"2020-05-07 09:35:00","",157.0,"From Request 171892:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2020-05-05T08:48:48.896-05:00. LGID # 101004017217
  Comments: taxid : 123290001000","7, ZONE","171892","00 - Work completed.",Tree Trim,Tree Trim Inspection,1,1,1,"171892","","","","","","","",""
355775,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 09:43:00","2020-06-06 09:43:00","2020-05-07 12:00:00","2020-07-02 12:00:00",D,"534P","6417  KASSARINE ",Remove deadwood and balance crown.,TREEMAINTENANCE,"2020-05-07 09:43:00",FY20 - Tree Maintenance,136.0,INV 104282,"6, ZONE","171306","00 - Work completed.",Tree Removal,Tree Removal Inspection,1,30,56,"171306","","","","","","","",""
355776,STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 10:10:00","2021-05-07 10:10:00","2020-05-07 12:00:00","2020-06-13 12:00:00",K,"532P","9701  MARIPOSA ","20"" dbh stump needs grinding at mariposa & rochdale.",TREEMAINTENANCE,"2020-05-07 10:10:00",FY20 - Tree Maintenance,89.0,inv 103617,"7, ZONE","171132","00 - Work completed.",Tree Stump Grinding,Tree Stump Inspection,0,365,37,"171132","","","","","","","",""
355777,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 10:27:00","2020-06-06 10:27:00","2020-05-07 12:00:00","2020-06-19 12:00:00",I,"535Y","8314  GLENBRAE ","Remove dead Water Oak, no visible signs of damage or flux,  but noticed Black mold  thoughout.",TREEMAINTENANCE,"2020-05-07 10:27:00",FY20 - Tree Maintenance,845.0,inv 104138,"6, ZONE","171293","00 - Work completed.",Tree Removal,Tree Removal Inspection,1,30,43,"171293","","","","","","","",""
355778,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"UF, IN-HOUSE","2020-05-07 11:54:00","2020-05-08 11:54:00","2020-05-07 11:54:00","2020-05-11 15:22:00",I,"495S","7138  CANAL ","Top of Willow Oak snapped blocking  sidewalk and is over fence into private property,  low priority.",TREEMAINTENANCE,"2020-05-07 11:54:00","",0.0,"From Request 171880:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2020-05-04T16:10:49.843-05:00. LGID # 101004016551
  Comments: taxid : 025143","5, ZONE","171880","00 - Work completed.",Tree Removal,Tree Removal Inspection,1,1,4,"171880","","","","","","","",""
355779,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 12:16:00","2020-06-06 12:16:00","2020-05-07 12:00:00","2020-05-28 12:00:00",C,"532L","7500 KIRBY DR, HOUSTON, TEXAS, 77030","Three 8"" dbh water oaks marked for pruning northbound kirby at braeswood intersection. Clear obstruction of school zone sign ",TREEMAINTENANCE,"2020-05-07 12:16:00",FY20 - Tree Maintenance,185.0,inv 102985,"7, ZONE","171094","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,21,"171094","","","","","","","",""
355780,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 12:31:00","2020-06-06 12:31:00","2020-05-07 12:00:00","2020-05-29 12:00:00",K,"532L","7400 GREENBRIAR DR, HOUSTON, TEXAS, 77030","8"" dbh live oak and 20"" live oak marked for pruning in front of 7400 greenbriar. Street clearance and sidewalk clearance ",TREEMAINTENANCE,"2020-05-07 12:31:00",FY20 - Tree Maintenance,178.0,inv 102985,"7, ZONE","171053","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,22,"171053","","","","","","","",""
355781,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 12:50:00","2020-06-06 12:50:00","2020-05-07 12:00:00","2020-05-22 12:00:00",A,"450L","3710  GALWAY ",Prune deadwood from 22 dbh pecan in front of the parcel.,TREEMAINTENANCE,"2020-05-07 12:50:00",FY20 - Tree Maintenance,89.0,inv 102821,"3, ZONE","171816","00 - Work completed.",Tree Removal,Tree Removal Inspection,0,30,15,"171816","","","","","","","",""
355782,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 12:55:00","2020-06-06 12:55:00","2020-05-07 12:00:00","2020-06-13 12:00:00",C,"532C","2138  TANGLEY ","30"" dbh hickory leaning towards Shephard. Corner of shepherd and Langley. ",TREEMAINTENANCE,"2020-05-07 12:55:00",FY20 - Tree Maintenance,582.0,inv 103617,"7, ZONE","171069","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,37,"171069","","","","","","","",""
355783,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 13:24:00","2020-06-06 13:24:00","2020-05-07 12:00:00","2020-06-13 12:00:00",D,"533A","HERMANN PARK, HOUSTON, TEXAS, 77030",Red maple marked for removal near sand playground and aquatic playground ,TREEMAINTENANCE,"2020-05-07 13:24:00",FY20 - Tree Maintenance,231.0,inv 103617,"7, ZONE","171163","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,37,"171163","","","","","","","",""
355784,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 13:45:00","2020-06-06 13:45:00","2020-05-07 12:00:00","2020-05-14 12:00:00",D,"533A","5500 LA BRANCH ST, HOUSTON, TEXAS, 77004",Prune branches to clear obstruction of stop sign on la branch northbound at intersection of calumet,TREEMAINTENANCE,"2020-05-07 13:45:00",FY20 - Tree Maintenance,84.0,Inv # 102524,"7, ZONE","171476","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,7,"171476","","","","","","","",""
355785,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 13:53:00","2020-06-06 13:53:00","2020-05-07 12:00:00","2020-05-14 12:00:00",D,"533B","1600 CALUMET ST, HOUSTON, TEXAS, 77004",Prune limbs obstructing eastbound stop sign on calumet at intersection of crawford,TREEMAINTENANCE,"2020-05-07 13:53:00",FY20 - Tree Maintenance,89.0,Inv # 102524,"7, ZONE","171442","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,7,"171442","","","","","","","",""
355786,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 14:03:00","2020-06-06 14:03:00","2020-05-07 12:00:00","2020-05-14 12:00:00",D,"533B","5600 CHENEVERT ST, HOUSTON, TEXAS, 77004",Prune limbs obstructing north bound Stop Sign on Chenevert at 1800 BINZ ST & 5600 CHENEVERT ST.,TREEMAINTENANCE,"2020-05-07 14:03:00",FY20 - Tree Maintenance,84.0,Inv # 102524,"7, ZONE","171422","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,7,"171422","","","","","","","",""
355787,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 14:12:00","2020-06-06 14:12:00","2020-05-07 12:00:00","2020-05-14 12:00:00",D,"533B","1800 PROSPECT ST, HOUSTON, TEXAS, 77004","Prune 20"" dbh chinese tallow obstructing east bound Stop Sign on Prospect at 5400 CHENEVERT ST & 1800 PROSPECT ST",TREEMAINTENANCE,"2020-05-07 14:12:00",FY20 - Tree Maintenance,89.0,Inv # 102524,"7, ZONE","171481","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,7,"171481","","","","","","","",""
355788,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-07 14:34:00","2020-06-06 14:34:00","2020-05-07 12:00:00","2020-05-14 12:00:00",D,"533E","6520 ALMEDA RD",Trim the trees on the entrance of the city facility trim for aesthetics ,TREEMAINTENANCE,"2020-05-07 14:34:00",FY20 - Tree Maintenance,535.0,Inv # 102524,"7, ZONE","171848","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,7,"171848","","","","","","","",""
355790,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2020-05-07 21:19:00","2020-05-08 21:19:00","2020-05-07 21:19:00","2020-05-07 21:21:00",I,"493L","900 BAGBY ST",Remove tree on top of FedEx truck. ,TREEMAINTENANCE,"2020-05-07 21:19:00","",89.0,"From Request 171977:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: 
  Comments:","1, ZONE","171977","00 - Work completed.",Tree Removal,Tree Removal Inspection,1,1,0,"171977","","","","","","","",""
355791,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 07:40:00","2020-06-07 07:40:00","2020-05-08 12:00:00","2020-05-11 12:00:00",H,"493B","411  EUCLID ",Prune deadwood (damaged limb) from 21 dbh white ash.,TREEMAINTENANCE,"2020-05-08 07:40:00",FY20 - Tree Maintenance,89.0,INV 102357,"3, ZONE","171950","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,3,"171950","","","","","","","",""
355792,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 08:30:00","2020-06-07 08:30:00","2020-05-08 12:00:00","2020-05-11 12:00:00",C,"452Y","1015  WYNNWOOD ",Prune 12 dbh Live Oak for streetlight clearance ,TREEMAINTENANCE,"2020-05-08 08:30:00",FY20 - Tree Maintenance,73.0,inv 102357,"3, ZONE","171921","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,3,"171921","","","","","","","",""
355793,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 08:49:00","2020-06-07 08:49:00","2020-05-08 12:00:00","2020-05-11 12:00:00",C,"452Y","1903 W 14TH 1/2 ",Prune 15 dbh pecan for streetlight clearance ,TREEMAINTENANCE,"2020-05-08 08:49:00",FY20 - Tree Maintenance,84.0,inv 102357,"3, ZONE","171922","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,3,"171922","","","","","","","",""
355794,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 08:59:00","2020-06-07 08:59:00","2020-05-08 12:00:00","2020-05-29 12:00:00",J,"529M","9319 CARVEL LN, HOUSTON, TEXAS, 77036",Prune limbs around streetlight no. 479443 and prune limbs for street clearance,TREEMAINTENANCE,"2020-05-08 08:59:00",FY20 - Tree Maintenance,105.0,inv 102985,"2, ZONE","171438","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,21,"171438","","","","","","","",""
355795,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 09:17:00","2020-06-07 09:17:00","2020-05-08 12:00:00","2020-05-21 12:00:00",J,"529R","9900 CLUB CREEK DR, HOUSTON, TEXAS, 77036",Prune limbs over roadway and surrounding streetlight no. 479592 at intersection of club creek and woodfair,TREEMAINTENANCE,"2020-05-08 09:17:00",FY20 - Tree Maintenance,115.0,inv 102822,"2, ZONE","171219","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,13,"171219","","","","","","","",""
355796,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 09:20:00","2020-06-07 09:20:00","2020-05-08 12:00:00","2020-05-11 12:00:00",C,"452Y","1226 TIMBERGROVE LN",Prune >45 dbh live oak for streetlight  clearance. street light pole numbered 215447,TREEMAINTENANCE,"2020-05-08 09:20:00",FY20 - Tree Maintenance,136.0,INV 102357,"3, ZONE","171919","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,3,"171919","","","","","","","",""
355797,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 09:43:00","2020-06-07 09:43:00","2020-05-08 12:00:00","2020-05-29 12:00:00",J,"529U","9640 S WILCREST DR, HOUSTON, TEXAS, 77099",Prune limbs away from building and flagpole at HFD 73,TREEMAINTENANCE,"2020-05-08 09:43:00",FY20 - Tree Maintenance,346.0,inv 102985,"2, ZONE","171596","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,21,"171596","","","","","","","",""
355798,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 10:04:00","2020-06-07 10:04:00","2020-05-08 12:00:00","2020-05-28 12:00:00",F,"529Y","10600 KINNEY RD",Prune limbs obstructing the Stop Sign on  10100 Kinney Rd at intersection of south drive  ,TREEMAINTENANCE,"2020-05-08 10:04:00",FY20 - Tree Maintenance,61.0,inv 102985,"2, ZONE","171781","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,20,"171781","","","","","","","",""
355799,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 12:10:00","2020-06-07 12:10:00","2020-05-08 12:00:00","2020-05-30 12:00:00",F,"530A","5800 POINTWEST DR, HOUSTON, TEXAS, 77036",Prune to clear o destruction of south bound Stop Sign on Point West and the west bound Stop Sign at intersection of town park,TREEMAINTENANCE,"2020-05-08 12:10:00",FY20 - Tree Maintenance,168.0,inv 103181,"2, ZONE","171365","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,22,"171365","","","","","","","",""
355800,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2020-05-08 12:36:00","2020-06-07 12:36:00","2020-05-08 12:00:00","2020-06-16 12:00:00",J,"530J","8843 SHARPVIEW DR, HOUSTON, TEXAS, 77036",Prune limbs above sidewalk to create clearance. At intersection of sharpview and jorine. ,TREEMAINTENANCE,"2020-05-08 12:36:00",FY20 - Tree Maintenance,115.0,inv 103922,"2, ZONE","171589","00 - Work completed.",Tree Trim,Tree Trim Inspection,0,30,39,"171589","","","","","","","",""
